INFRACCIONES,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
    5.4.-Sustracción de vehículos,12.0,3.0,9.0,16.0,20.0,21.0,7.0,11.0,20.0,26.0,36.0,26.0,
    5.5.-Estafas,794.0,796.0,664.0,482.0,370.0,311.0,289.0,197.0,159.0,157.0,115.0,115.0,
    5.5.1.-Estafas informáticas,614.0,653.0,499.0,299.0,220.0,183.0,161.0,113.0,86.0,55.0,34.0,36.0,
    5.6.-Daños,285.0,223.0,327.0,314.0,329.0,352.0,290.0,390.0,391.0,450.0,446.0,514.0,
    5.7.-Contra la propiedad intelectual/industrial,1.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,
    5.8.-Blanqueo de capitales,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
    5.9.-Otros contra el patrimonio,57.0,34.0,40.0,30.0,37.0,31.0,42.0,35.0,31.0,34.0,31.0,23.0,
    6. SEGURIDAD COLECTIVA,128.0,99.0,136.0,102.0,92.0,99.0,92.0,115.0,186.0,155.0,182.0,154.0,
    6.1.-Tráfico de drogas,8.0,20.0,13.0,8.0,11.0,13.0,14.0,19.0,25.0,10.0,13.0,17.0,
    6.2.-Contra la seguridad vial,116.0,75.0,117.0,91.0,76.0,81.0,75.0,89.0,158.0,141.0,166.0,135.0,
    6.3.-Otros contra la seguridad colectiva,4.0,4.0,6.0,3.0,5.0,5.0,3.0,7.0,3.0,4.0,3.0,2.0,
    7. FALSEDADES,88.0,33.0,31.0,21.0,22.0,19.0,26.0,22.0,21.0,23.0,13.0,17.0,
    8. ADMÓN. PÚBLICA,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
    9. ADMÓN. JUSTICIA,45.0,47.0,47.0,51.0,45.0,35.0,26.0,36.0,41.0,49.0,45.0,57.0,
    10. ORDEN PÚBLICO,42.0,69.0,22.0,29.0,17.0,21.0,28.0,33.0,62.0,61.0,63.0,65.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    12. OTRAS INFRACCIONES PENALES,37.0,22.0,21.0,45.0,24.0,31.0,23.0,12.0,13.0,19.0,16.0,21.0,
    TOTAL INFRACCIONES PENALES,2550.0,2242.0,2565.0,2325.0,2334.0,2309.0,2317.0,2344.0,2548.0,2809.0,2800.0,2792.0,
Tarragona,
    1. CONTRA LAS PERSONAS,2552.0,1935.0,2443.0,2378.0,2443.0,2244.0,3317.0,4413.0,4295.0,4474.0,4801.0,4667.0,
    1.1.-Homicidios dolosos/asesinatos,53.0,21.0,28.0,32.0,19.0,26.0,16.0,27.0,22.0,30.0,37.0,41.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,10.0,3.0,6.0,8.0,6.0,4.0,2.0,7.0,3.0,12.0,14.0,12.0,
    1.2.-Lesiones,1506.0,1065.0,1473.0,1448.0,1518.0,1482.0,1465.0,1442.0,1410.0,1549.0,1748.0,1682.0,
    1.3.-Malos tratos ámbito familiar,954.0,816.0,901.0,861.0,867.0,733.0,759.0,763.0,754.0,786.0,782.0,824.0,
    1.4.-Otros contra las personas,39.0,33.0,41.0,37.0,39.0,3.0,1077.0,2181.0,2109.0,2109.0,2234.0,2120.0,
    2. CONTRA LA LIBERTAD,2613.0,2048.0,2287.0,2333.0,2298.0,2459.0,1819.0,1251.0,1365.0,1443.0,1424.0,1321.0,
    2.1.-Malos tratos habituales en el ámbito familiar,176.0,144.0,157.0,181.0,210.0,290.0,316.0,335.0,375.0,434.0,447.0,465.0,
    2.2.-Otros contra la libertad,2437.0,1904.0,2130.0,2152.0,2088.0,2169.0,1503.0,916.0,990.0,1009.0,977.0,856.0,
    3. LIBERTAD SEXUAL,390.0,263.0,321.0,239.0,235.0,238.0,200.0,207.0,171.0,175.0,189.0,188.0,
    3.1.-Agresión sexual,29.0,41.0,38.0,32.0,39.0,22.0,26.0,28.0,29.0,17.0,27.0,35.0,
    3.2.-Agresión sexual con penetración,77.0,36.0,60.0,40.0,38.0,37.0,42.0,45.0,31.0,22.0,34.0,44.0,
    3.3.-Corrupción de menores o incapacitados,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,
    3.4.-Pornografía de menores,6.0,16.0,20.0,19.0,17.0,12.0,17.0,20.0,7.0,13.0,17.0,15.0,
    3.5.-Otros contra la libertad e indemnidad sexual,277.0,170.0,203.0,147.0,141.0,165.0,113.0,114.0,104.0,123.0,109.0,93.0,
    4. RELACIONES FAMILIARES,171.0,144.0,187.0,207.0,231.0,229.0,343.0,338.0,390.0,408.0,324.0,276.0,
    5. PATRIMONIO,27640.0,25522.0,31398.0,32032.0,29789.0,29568.0,30670.0,33233.0,34050.0,35312.0,34388.0,35863.0,
    5.1.-Hurtos,7648.0,6717.0,9382.0,9761.0,9918.0,10085.0,11180.0,11479.0,11757.0,12724.0,12718.0,12849.0,
    5.2.-Robos con fuerza en las cosas,6633.0,6814.0,8917.0,9260.0,8552.0,8569.0,9075.0,11277.0,11846.0,11904.0,11760.0,12699.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,2420.0,18.0,3004.0,3195.0,2759.0,2632.0,2311.0,2605.0,3380.0,3382.0,3882.0,4350.0,
    5.2.2.-Robos con fuerza en viviendas,2582.0,2917.0,3280.0,3544.0,3386.0,3548.0,3606.0,4438.0,4539.0,4520.0,4104.0,4435.0,
    5.2.3.-Robos con fuerza en establecimientos,605.0,664.0,1.0,2.0,2.0,6.0,4.0,1.0,0.0,2.0,3.0,8.0,
    5.3.-Robos con violencia o intimidación,887.0,794.0,1048.0,990.0,1033.0,1069.0,1083.0,1234.0,1465.0,1618.0,1404.0,1433.0,
    5.3.1.-Robos con violencia en vía pública,497.0,495.0,2.0,0.0,4.0,8.0,10.0,9.0,11.0,10.0,5.0,9.0,
    5.3.2.-Robos con violencia en viviendas,84.0,84.0,67.0,57.0,44.0,43.0,31.0,43.0,54.0,93.0,99.0,97.0,
    5.3.3.-Robos con violencia en establecimientos,145.0,99.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,6.0,3.0,
    5.4.-Sustracción de vehículos,446.0,406.0,466.0,441.0,476.0,449.0,477.0,474.0,550.0,705.0,804.0,977.0,
    5.5.-Estafas,6619.0,5977.0,5867.0,6054.0,4332.0,3751.0,3395.0,2938.0,2560.0,2545.0,1884.0,1860.0,
    5.5.1.-Estafas informáticas,449.0,134.0,121.0,77.0,56.0,73.0,83.0,73.0,69.0,81.0,74.0,53.0,
    5.6.-Daños,4170.0,3500.0,4273.0,4195.0,4253.0,4431.0,4176.0,3962.0,4266.0,4495.0,4464.0,5057.0,
    5.7.-Contra la propiedad intelectual/industrial,84.0,34.0,44.0,87.0,73.0,73.0,60.0,73.0,80.0,178.0,259.0,75.0,
    5.8.-Blanqueo de capitales,4.0,6.0,1.0,3.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,
    5.9.-Otros contra el patrimonio,1149.0,1274.0,1400.0,1241.0,1148.0,1136.0,1218.0,1790.0,1521.0,1138.0,1091.0,908.0,
    6. SEGURIDAD COLECTIVA,1791.0,1310.0,1562.0,1394.0,1453.0,1412.0,1366.0,1342.0,1448.0,1645.0,2190.0,2083.0,
    6.1.-Tráfico de drogas,498.0,359.0,364.0,275.0,307.0,309.0,290.0,285.0,231.0,216.0,226.0,211.0,
    6.2.-Contra la seguridad vial,1266.0,929.0,1167.0,1095.0,1110.0,1076.0,1038.0,1034.0,1201.0,1386.0,1927.0,1838.0,
    6.3.-Otros contra la seguridad colectiva,27.0,22.0,31.0,24.0,36.0,27.0,38.0,23.0,16.0,43.0,37.0,34.0,
    7. FALSEDADES,531.0,289.0,358.0,322.0,305.0,278.0,310.0,367.0,404.0,507.0,468.0,493.0,
    8. ADMÓN. PÚBLICA,17.0,5.0,13.0,10.0,28.0,20.0,13.0,17.0,11.0,7.0,6.0,2.0,
    9. ADMÓN. JUSTICIA,469.0,446.0,469.0,443.0,465.0,371.0,408.0,427.0,449.0,491.0,497.0,534.0,
    10. ORDEN PÚBLICO,482.0,427.0,400.0,338.0,351.0,286.0,416.0,456.0,546.0,567.0,611.0,561.0,
    11. LEGISLACIÓN ESPECIAL,4.0,1.0,1.0,0.0,3.0,0.0,8.0,20.0,22.0,30.0,29.0,13.0,
    12. OTRAS INFRACCIONES PENALES,122.0,95.0,118.0,95.0,94.0,95.0,138.0,200.0,115.0,131.0,123.0,179.0,
    TOTAL INFRACCIONES PENALES,36782.0,32485.0,39557.0,39791.0,37695.0,37200.0,39008.0,42271.0,43266.0,45190.0,45050.0,46180.0,
Teruel,
    1. CONTRA LAS PERSONAS,311.0,270.0,339.0,335.0,291.0,282.0,307.0,421.0,466.0,476.0,545.0,570.0,
    1.1.-Homicidios dolosos/asesinatos,5.0,5.0,4.0,3.0,7.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
    1.2.-Lesiones,176.0,142.0,189.0,175.0,164.0,164.0,146.0,169.0,171.0,210.0,235.0,244.0,
    1.3.-Malos tratos ámbito familiar,123.0,118.0,139.0,154.0,115.0,118.0,92.0,89.0,94.0,94.0,115.0,103.0,
    1.4.-Otros contra las personas,7.0,5.0,7.0,3.0,5.0,0.0,67.0,161.0,201.0,172.0,193.0,223.0,
    2. CONTRA LA LIBERTAD,238.0,190.0,153.0,203.0,178.0,160.0,108.0,68.0,67.0,88.0,61.0,80.0,
    2.1.-Malos tratos habituales en el ámbito familiar,44.0,33.0,25.0,32.0,29.0,22.0,27.0,25.0,29.0,46.0,27.0,37.0,
    2.2.-Otros contra la libertad,194.0,157.0,128.0,171.0,149.0,138.0,81.0,43.0,38.0,42.0,34.0,43.0,
    3. LIBERTAD SEXUAL,35.0,30.0,35.0,15.0,13.0,19.0,13.0,18.0,18.0,4.0,16.0,20.0,
    3.1.-Agresión sexual,9.0,6.0,5.0,2.0,1.0,6.0,2.0,3.0,6.0,1.0,3.0,6.0,
    3.2.-Agresión sexual con penetración,1.0,4.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,4.0,2.0,
    3.3.-Corrupción de menores o incapacitados,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,
    3.4.-Pornografía de menores,4.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,2.0,
    3.5.-Otros contra la libertad e indemnidad sexual,21.0,18.0,20.0,11.0,10.0,9.0,7.0,9.0,8.0,1.0,8.0,10.0,
    4. RELACIONES FAMILIARES,17.0,9.0,11.0,12.0,10.0,12.0,17.0,9.0,10.0,6.0,3.0,6.0,
    5. PATRIMONIO,1904.0,1531.0,1820.0,1829.0,1587.0,1751.0,1813.0,2126.0,2252.0,2445.0,2259.0,2273.0,
    5.1.-Hurtos,362.0,263.0,508.0,461.0,499.0,578.0,542.0,740.0,833.0,862.0,817.0,783.0,
    5.2.-Robos con fuerza en las cosas,232.0,190.0,305.0,433.0,335.0,442.0,477.0,557.0,671.0,787.0,681.0,708.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,16.0,9.0,25.0,54.0,21.0,26.0,31.0,50.0,50.0,63.0,51.0,32.0,
    5.2.2.-Robos con fuerza en viviendas,76.0,61.0,88.0,182.0,115.0,162.0,177.0,194.0,220.0,265.0,175.0,166.0,
    5.2.3.-Robos con fuerza en establecimientos,37.0,24.0,60.0,59.0,58.0,69.0,81.0,74.0,86.0,130.0,100.0,146.0,
    5.3.-Robos con violencia o intimidación,16.0,9.0,19.0,16.0,15.0,17.0,23.0,37.0,40.0,25.0,28.0,24.0,
    5.3.1.-Robos con violencia en vía pública,10.0,3.0,12.0,6.0,6.0,10.0,13.0,23.0,16.0,12.0,11.0,17.0,
    5.3.2.-Robos con violencia en viviendas,3.0,1.0,0.0,0.0,3.0,0.0,5.0,5.0,4.0,2.0,3.0,2.0,
    5.3.3.-Robos con violencia en establecimientos,1.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,8.0,3.0,8.0,4.0,
    5.4.-Sustracción de vehículos,14.0,17.0,10.0,17.0,18.0,18.0,21.0,29.0,34.0,36.0,44.0,47.0,
    5.5.-Estafas,776.0,679.0,516.0,462.0,306.0,262.0,271.0,232.0,164.0,163.0,138.0,94.0,
    5.5.1.-Estafas informáticas,639.0,469.0,261.0,216.0,132.0,120.0,134.0,106.0,70.0,62.0,43.0,27.0,
    5.6.-Daños,417.0,331.0,389.0,383.0,370.0,398.0,429.0,493.0,472.0,546.0,524.0,586.0,
    5.7.-Contra la propiedad intelectual/industrial,9.0,1.0,2.0,0.0,4.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0,
    5.8.-Blanqueo de capitales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
    5.9.-Otros contra el patrimonio,78.0,41.0,71.0,57.0,40.0,35.0,45.0,34.0,36.0,26.0,26.0,29.0,
    6. SEGURIDAD COLECTIVA,222.0,179.0,240.0,214.0,177.0,171.0,184.0,182.0,190.0,214.0,281.0,226.0,
    6.1.-Tráfico de drogas,35.0,26.0,28.0,33.0,13.0,22.0,20.0,34.0,20.0,18.0,20.0,17.0,
    6.2.-Contra la seguridad vial,186.0,151.0,209.0,181.0,163.0,142.0,160.0,136.0,165.0,192.0,254.0,208.0,
    6.3.-Otros contra la seguridad colectiva,1.0,2.0,3.0,0.0,1.0,7.0,4.0,12.0,5.0,4.0,7.0,1.0,
    7. FALSEDADES,71.0,32.0,29.0,36.0,41.0,33.0,43.0,45.0,34.0,25.0,39.0,25.0,
    8. ADMÓN. PÚBLICA,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,
    9. ADMÓN. JUSTICIA,58.0,50.0,42.0,49.0,44.0,43.0,31.0,39.0,32.0,34.0,43.0,42.0,
    10. ORDEN PÚBLICO,61.0,46.0,47.0,30.0,37.0,30.0,42.0,54.0,57.0,57.0,64.0,51.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
    12. OTRAS INFRACCIONES PENALES,30.0,24.0,29.0,35.0,30.0,32.0,32.0,12.0,10.0,16.0,17.0,26.0,
    TOTAL INFRACCIONES PENALES,2948.0,2361.0,2746.0,2760.0,2409.0,2534.0,2591.0,2976.0,3138.0,3368.0,3329.0,3321.0,
Toledo,
    1. CONTRA LAS PERSONAS,2702.0,2413.0,2565.0,2489.0,2343.0,2230.0,3196.0,4207.0,4067.0,4236.0,4424.0,4301.0,
    1.1.-Homicidios dolosos/asesinatos,38.0,32.0,24.0,11.0,21.0,9.0,10.0,17.0,7.0,13.0,8.0,13.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,5.0,10.0,3.0,3.0,4.0,3.0,1.0,7.0,2.0,7.0,1.0,4.0,
    1.2.-Lesiones,1541.0,1333.0,1482.0,1463.0,1419.0,1431.0,1375.0,1448.0,1339.0,1397.0,1533.0,1476.0,
    1.3.-Malos tratos ámbito familiar,1076.0,991.0,984.0,979.0,862.0,760.0,733.0,741.0,679.0,788.0,762.0,779.0,
    1.4.-Otros contra las personas,47.0,57.0,75.0,36.0,41.0,30.0,1078.0,2001.0,2042.0,2038.0,2121.0,2033.0,
    2. CONTRA LA LIBERTAD,2288.0,2214.0,1876.0,1892.0,1726.0,1656.0,1096.0,512.0,524.0,473.0,467.0,380.0,
    2.1.-Malos tratos habituales en el ámbito familiar,274.0,274.0,232.0,212.0,223.0,207.0,235.0,218.0,210.0,167.0,193.0,200.0,
    2.2.-Otros contra la libertad,2014.0,1940.0,1644.0,1680.0,1503.0,1449.0,861.0,294.0,314.0,306.0,274.0,180.0,
    3. LIBERTAD SEXUAL,198.0,160.0,166.0,175.0,141.0,109.0,80.0,90.0,120.0,65.0,116.0,100.0,
    3.1.-Agresión sexual,30.0,17.0,23.0,19.0,18.0,14.0,10.0,13.0,15.0,11.0,25.0,29.0,
    3.2.-Agresión sexual con penetración,24.0,13.0,8.0,21.0,12.0,10.0,8.0,5.0,10.0,15.0,15.0,14.0,
    3.3.-Corrupción de menores o incapacitados,2.0,5.0,3.0,5.0,11.0,11.0,1.0,4.0,3.0,2.0,7.0,4.0,
    3.4.-Pornografía de menores,7.0,4.0,9.0,16.0,6.0,6.0,9.0,9.0,2.0,1.0,3.0,10.0,
    3.5.-Otros contra la libertad e indemnidad sexual,135.0,121.0,123.0,114.0,94.0,68.0,52.0,59.0,90.0,36.0,66.0,43.0,
    4. RELACIONES FAMILIARES,156.0,149.0,126.0,127.0,129.0,150.0,160.0,143.0,127.0,121.0,86.0,89.0,
    5. PATRIMONIO,18210.0,17726.0,20742.0,20433.0,19044.0,18882.0,19318.0,20445.0,21358.0,20543.0,19815.0,18208.0,
    5.1.-Hurtos,3756.0,3402.0,4718.0,4770.0,4864.0,5147.0,5384.0,5734.0,6144.0,6043.0,5792.0,5420.0,
    5.2.-Robos con fuerza en las cosas,3771.0,4392.0,5781.0,6614.0,6495.0,7163.0,7887.0,8482.0,9055.0,8448.0,8030.0,7131.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,893.0,1086.0,1211.0,1268.0,1126.0,1092.0,1168.0,1078.0,1094.0,1373.0,1206.0,487.0,
    5.2.2.-Robos con fuerza en viviendas,1436.0,1842.0,2509.0,3001.0,3023.0,3336.0,3471.0,3666.0,3872.0,3434.0,2977.0,2313.0,
    5.2.3.-Robos con fuerza en establecimientos,502.0,527.0,776.0,848.0,977.0,1054.0,1047.0,993.0,1085.0,1000.0,1127.0,1175.0,
    5.3.-Robos con violencia o intimidación,305.0,268.0,347.0,363.0,440.0,382.0,392.0,462.0,506.0,510.0,510.0,398.0,
    5.3.1.-Robos con violencia en vía pública,163.0,148.0,196.0,221.0,257.0,213.0,254.0,300.0,310.0,305.0,299.0,229.0,
    5.3.2.-Robos con violencia en viviendas,33.0,35.0,30.0,32.0,33.0,27.0,30.0,30.0,44.0,47.0,57.0,30.0,
    5.3.3.-Robos con violencia en establecimientos,60.0,45.0,66.0,58.0,79.0,69.0,46.0,71.0,65.0,73.0,68.0,90.0,
    5.4.-Sustracción de vehículos,206.0,199.0,282.0,305.0,590.0,697.0,636.0,553.0,579.0,589.0,728.0,756.0,
    5.5.-Estafas,5642.0,5165.0,4596.0,3819.0,2707.0,2056.0,1701.0,1583.0,1533.0,1526.0,1321.0,1088.0,
    5.5.1.-Estafas informáticas,3766.0,2976.0,2192.0,1794.0,1192.0,929.0,857.0,600.0,542.0,454.0,344.0,266.0,
    5.6.-Daños,3196.0,2985.0,3567.0,3293.0,2960.0,2623.0,2574.0,2695.0,2838.0,2876.0,3011.0,3132.0,
    5.7.-Contra la propiedad intelectual/industrial,3.0,7.0,16.0,21.0,4.0,10.0,7.0,11.0,21.0,21.0,18.0,24.0,
    5.8.-Blanqueo de capitales,11.0,7.0,7.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,
    5.9.-Otros contra el patrimonio,1320.0,1301.0,1428.0,1244.0,983.0,801.0,734.0,923.0,681.0,528.0,403.0,259.0,
    6. SEGURIDAD COLECTIVA,1325.0,1279.0,1278.0,1042.0,940.0,911.0,963.0,1080.0,1329.0,1497.0,1793.0,1492.0,
    6.1.-Tráfico de drogas,294.0,285.0,232.0,191.0,179.0,124.0,130.0,135.0,166.0,141.0,139.0,104.0,
    6.2.-Contra la seguridad vial,1013.0,967.0,1021.0,825.0,744.0,770.0,811.0,922.0,1135.0,1331.0,1638.0,1354.0,
    6.3.-Otros contra la seguridad colectiva,18.0,27.0,25.0,26.0,17.0,17.0,22.0,23.0,28.0,25.0,16.0,34.0,
    7. FALSEDADES,798.0,561.0,548.0,519.0,433.0,294.0,270.0,337.0,294.0,275.0,268.0,205.0,
    8. ADMÓN. PÚBLICA,18.0,3.0,2.0,7.0,26.0,0.0,3.0,1.0,4.0,3.0,4.0,5.0,
    9. ADMÓN. JUSTICIA,494.0,438.0,422.0,422.0,358.0,347.0,335.0,389.0,367.0,367.0,402.0,389.0,
    10. ORDEN PÚBLICO,334.0,423.0,270.0,255.0,201.0,237.0,242.0,355.0,433.0,437.0,556.0,503.0,
    11. LEGISLACIÓN ESPECIAL,0.0,2.0,2.0,4.0,6.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,
    12. OTRAS INFRACCIONES PENALES,175.0,161.0,160.0,183.0,153.0,188.0,186.0,144.0,124.0,114.0,84.0,73.0,
    TOTAL INFRACCIONES PENALES,26698.0,25529.0,28157.0,27548.0,25500.0,25005.0,25853.0,27704.0,28747.0,28131.0,28015.0,25745.0,
Valencia/València,
    1. CONTRA LAS PERSONAS,11940.0,10336.0,11628.0,11070.0,10692.0,10531.0,13123.0,16062.0,15734.0,16344.0,17177.0,17646.0,
    1.1.-Homicidios dolosos/asesinatos,87.0,67.0,89.0,66.0,70.0,63.0,52.0,35.0,39.0,70.0,58.0,45.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,22.0,14.0,24.0,5.0,26.0,13.0,15.0,13.0,18.0,32.0,21.0,23.0,
    1.2.-Lesiones,5741.0,4649.0,5739.0,5580.0,5523.0,5512.0,5192.0,5379.0,5729.0,5916.0,6456.0,6380.0,
    1.3.-Malos tratos ámbito familiar,5954.0,5469.0,5592.0,5227.0,4963.0,4851.0,4767.0,4527.0,4200.0,4266.0,4365.0,4878.0,
    1.4.-Otros contra las personas,158.0,151.0,208.0,197.0,136.0,105.0,3112.0,6121.0,5766.0,6092.0,6298.0,6343.0,
    2. CONTRA LA LIBERTAD,7551.0,6530.0,6486.0,6184.0,5935.0,5762.0,3727.0,2238.0,2428.0,2245.0,2326.0,2052.0,
    2.1.-Malos tratos habituales en el ámbito familiar,909.0,842.0,995.0,1004.0,833.0,831.0,761.0,948.0,1072.0,1004.0,1063.0,719.0,
    2.2.-Otros contra la libertad,6642.0,5688.0,5491.0,5180.0,5102.0,4931.0,2966.0,1290.0,1356.0,1241.0,1263.0,1333.0,
    3. LIBERTAD SEXUAL,1081.0,779.0,910.0,800.0,661.0,687.0,652.0,557.0,556.0,591.0,637.0,677.0,
    3.1.-Agresión sexual,152.0,122.0,118.0,103.0,91.0,111.0,106.0,116.0,131.0,118.0,139.0,134.0,
    3.2.-Agresión sexual con penetración,124.0,92.0,82.0,87.0,51.0,63.0,62.0,50.0,82.0,68.0,109.0,107.0,
    3.3.-Corrupción de menores o incapacitados,24.0,19.0,25.0,11.0,49.0,31.0,58.0,26.0,23.0,23.0,12.0,21.0,
    3.4.-Pornografía de menores,32.0,26.0,55.0,33.0,47.0,43.0,39.0,32.0,35.0,42.0,65.0,92.0,
    3.5.-Otros contra la libertad e indemnidad sexual,749.0,520.0,630.0,566.0,423.0,439.0,387.0,333.0,285.0,340.0,312.0,323.0,
    4. RELACIONES FAMILIARES,356.0,377.0,382.0,424.0,382.0,410.0,440.0,454.0,418.0,431.0,401.0,355.0,
    5. PATRIMONIO,91769.0,73868.0,91785.0,90721.0,87035.0,88262.0,89617.0,93787.0,102389.0,111545.0,112116.0,114250.0,
    5.1.-Hurtos,34443.0,24012.0,35941.0,37129.0,37163.0,38325.0,39025.0,39728.0,42884.0,44556.0,44830.0,44641.0,
    5.2.-Robos con fuerza en las cosas,15582.0,13380.0,17312.0,16651.0,16996.0,18239.0,19148.0,22314.0,25879.0,29864.0,30693.0,32568.0,
    5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,5914.0,4746.0,6041.0,4784.0,5482.0,5342.0,5489.0,6767.0,8093.0,9755.0,11873.0,9350.0,
    5.2.2.-Robos con fuerza en viviendas,6054.0,5077.0,6665.0,7462.0,7212.0,7891.0,8301.0,9229.0,10303.0,11960.0,8063.0,9451.0,
    5.2.3.-Robos con fuerza en establecimientos,1533.0,1818.0,2279.0,2107.0,2074.0,2409.0,2393.0,2645.0,2894.0,3102.0,3010.0,3897.0,
    5.3.-Robos con violencia o intimidación,3063.0,2355.0,2940.0,3025.0,3166.0,3373.0,3728.0,4348.0,5821.0,6901.0,6453.0,6345.0,
    5.3.1.-Robos con violencia en vía pública,1976.0,1431.0,1878.0,1764.0,2019.0,2130.0,2451.0,2919.0,3882.0,4771.0,3900.0,4505.0,
    5.3.2.-Robos con violencia en viviendas,221.0,187.0,214.0,245.0,228.0,236.0,286.0,353.0,440.0,519.0,397.0,388.0,
    5.3.3.-Robos con violencia en establecimientos,464.0,391.0,441.0,519.0,463.0,489.0,454.0,544.0,734.0,726.0,615.0,774.0,
    5.4.-Sustracción de vehículos,1338.0,1257.0,1654.0,1814.0,2048.0,2049.0,1953.0,2126.0,2449.0,2627.0,3162.0,3791.0,
    5.5.-Estafas,19680.0,17486.0,15919.0,14877.0,11160.0,9317.0,8308.0,6915.0,6277.0,6207.0,5363.0,4827.0,
    5.5.1.-Estafas informáticas,13846.0,12486.0,9288.0,6485.0,4596.0,3440.0,2688.0,1952.0,1696.0,1615.0,1165.0,1184.0,
    5.6.-Daños,14460.0,12498.0,14984.0,14424.0,14212.0,14783.0,14895.0,15995.0,16897.0,19318.0,19939.0,20600.0,
    5.7.-Contra la propiedad intelectual/industrial,85.0,82.0,57.0,117.0,90.0,101.0,121.0,112.0,119.0,128.0,102.0,173.0,
    5.8.-Blanqueo de capitales,36.0,38.0,32.0,33.0,32.0,32.0,11.0,5.0,27.0,9.0,3.0,2.0,
    5.9.-Otros contra el patrimonio,3082.0,2760.0,2946.0,2651.0,2168.0,2043.0,2428.0,2244.0,2036.0,1935.0,1571.0,1303.0,
    6. SEGURIDAD COLECTIVA,4056.0,3531.0,4165.0,4039.0,3836.0,3938.0,3983.0,4260.0,4229.0,4358.0,4530.0,4240.0,
    6.1.-Tráfico de drogas,904.0,907.0,1031.0,949.0,821.0,838.0,786.0,847.0,938.0,744.0,723.0,662.0,
    6.2.-Contra la seguridad vial,2979.0,2467.0,2987.0,2910.0,2888.0,2927.0,2990.0,3217.0,3081.0,3253.0,3494.0,3304.0,
    6.3.-Otros contra la seguridad colectiva,173.0,157.0,147.0,180.0,127.0,173.0,207.0,196.0,210.0,361.0,313.0,274.0,
    7. FALSEDADES,2338.0,1506.0,1593.0,1591.0,1353.0,1397.0,1217.0,1184.0,1069.0,1172.0,1245.0,1145.0,
    8. ADMÓN. PÚBLICA,34.0,21.0,27.0,34.0,41.0,27.0,64.0,18.0,16.0,24.0,20.0,31.0,
    9. ADMÓN. JUSTICIA,2671.0,2545.0,2495.0,2269.0,2204.0,2135.0,2048.0,2111.0,2100.0,2221.0,2368.0,2228.0,
    10. ORDEN PÚBLICO,1840.0,1940.0,1273.0,1244.0,1250.0,1102.0,1483.0,2133.0,2156.0,2265.0,2372.0,2222.0,
    11. LEGISLACIÓN ESPECIAL,6.0,10.0,9.0,9.0,4.0,4.0,8.0,4.0,6.0,0.0,7.0,9.0,
    12. OTRAS INFRACCIONES PENALES,596.0,674.0,633.0,576.0,618.0,678.0,479.0,312.0,345.0,230.0,311.0,360.0,
    TOTAL INFRACCIONES PENALES,124238.0,102117.0,121386.0,118961.0,114011.0,114933.0,116841.0,123120.0,131446.0,141426.0,143510.0,145215.0,
Valladolid,
    1. CONTRA LAS PERSONAS,1711.0,1352.0,1638.0,1567.0,1590.0,1521.0,2242.0,2977.0,3209.0,3306.0,3342.0,3183.0,
    1.1.-Homicidios dolosos/asesinatos,9.0,7.0,3.0,8.0,11.0,2.0,0.0,11.0,8.0,4.0,8.0,8.0,
